Book Name,Author Name,Category,Rating,Price
এইচএসসি-২০২৬ রসায়ন ২য় পত্র - (প্রথম খণ্ড অধ্যায় ১-২)(পেপারব্যাক),উদ্ভাস একাডেমিক এন্ড এডমিশন কেয়ার,এইচএসসি ২য় বর্ষ: রসায়ন পাঠ্য সহায়িকা,-,TK. 850
পদার্থবিজ্ঞান দশম শ্রেণি দুই খন্ড একত্রে - এসএসসি ২০২৬ (পেপারব্যাক),মোত্তাসিন পাহলভী,নবম ও দশম (বিজ্ঞান): পদার্থবিজ্ঞান পাঠ্য সহায়িকা,1 Ratings | No Review,TK. 434
সাস্টে ২২ বছর(হার্ডকভার),"ইয়াসমীন হক ,",পেশাগত স্মৃতিচারণ ও অভিজ্ঞতা,20 Ratings | 6 Reviews,TK. 268
বাংলাদেশে উশর বা ফসলের যাকাত : গুরুত্ব ও প্রয়োগ(হার্ডকভার),ড. খোন্দকার আব্দুল্লাহ জাহাঙ্গীর,যাকাত,11 Ratings | 7 Reviews,TK. 175
শূন্য(হার্ডকভার),হুমায়ূন আহমেদ,সায়েন্স ফিকশন,227 Ratings | 150 Reviews,TK. 155
প্রাক-প্রাথমিক/প্রাথমিক সহকারী শিক্ষক নিয়োগ সহায়িকা(পেপারব্যাক),দিকদর্শন প্রকাশনী,প্রাইমারি প্রিলিমিনারি,-,TK. 413
তারাবীহর সালাতে কুরআনের বার্তা ও রমাদান প্ল্যানার ২০২৪ কালেকশন(পেপারব্যাক),শায়খ আহমাদুল্লাহ,ধর্মীয় বই কালেকশন,1 Ratings | 1 Review,TK. 235
প্রফেসর’স সাইকোলজিক্যাল আ্যন্ড আই কিউ(পেপারব্যাক),প্রফেসরস প্রকাশন (সম্পাদক),বিসিএস প্রিলি: মানসিক দক্ষতা,18 Ratings | 8 Reviews,TK. 192
মুহাম্মদ আল-ফাতিহ (কনস্টান্টিনোপল বিজয়ের মহানায়ক সুলতানের জীবন-উপাখ্যান)(হার্ডকভার),"ড. আলী মুহাম্মদ সাল্লাবি ,",ঐতিহাসিক ব্যক্তিত্ব,30 Ratings | 15 Reviews,TK. 285
সাইফুর'স আইইএলটিএস রাইটিং(পেপারব্যাক),সাইফুর রহমান খান,IELTS Writing,3 Ratings | 3 Reviews,TK. 255
সীরাতের আলোকে জীবন গঠন(পেপারব্যাক),ড. খোন্দকার আব্দুল্লাহ জাহাঙ্গীর,"দাওয়াত, তাবলীগ, বক্তৃতা, আলোচনা ও ওয়াজ",-,TK. 154
নেক্সট(হার্ডকভার),মোহাম্মদ নাজিম উদ্দিন,থ্রিলার,53 Ratings | 18 Reviews,TK. 510
HSC 2026 Parallel Text Higher Mathematics 2nd Paper (2nd Part Chapter 7-10)(Paperback),Udvash Academic And Admission Care (Editor),এইচএসসি ২য় বর্ষ: গণিত পাঠ্য সহায়িকা,-,TK. 975
মাহে রামাদান প্যাকেজ,"ড. খোন্দকার আব্দুল্লাহ জাহাঙ্গীর ,",রোযা/সিয়াম,6 Ratings | 2 Reviews,TK. 879
উমাইয়া খিলাফতের ইতিহাস(হার্ডকভার),ড. আলী মুহাম্মদ সাল্লাবি,ইসলামি ইতিহাস ও ঐতিহ্য,6 Ratings | 6 Reviews,TK. 2108
প্রোগ্রামিংয়ের চৌদ্দগোষ্ঠী(হার্ডকভার),ঝংকার মাহবুব,প্রোগ্রামিং বেসিক বই,217 Ratings | 132 Reviews,TK. 361
ছোটদের সাধারণ জ্ঞান - তৃতীয় ভাগ(পেপারব্যাক),পাঞ্জেরী সম্পাদনা পর্ষদ (সম্পাদক),প্রথম শ্রেণি,1 Ratings | 1 Review,TK. 155
জীবন হাওয়ায় ভাসে(হার্ডকভার),আবদুল্লাহ আল মামুন (কাইকর),বাংলা কবিতা,22 Ratings | 5 Reviews,TK. 269
এসো ছারফ শিখি(হার্ডকভার),মাওলানা আবু তাহের মেছবাহ,মাদানি নেসাব: প্রথম বর্ষ,18 Ratings | 15 Reviews,TK. 110
শেষের কবিতা(হার্ডকভার),রবীন্দ্রনাথ ঠাকুর,চিরায়ত উপন্যাস,15 Ratings | 8 Reviews,TK. 120
"পথের বাধা সরিয়ে নিন, মানুষকে এগুতে দিন(হার্ডকভার)",ড. মুহাম্মদ ইউনূস,ব্যবসা-বানিজ্য ও অর্থনীতি বিষয়ক প্রবন্ধ,4 Ratings | 4 Reviews,TK. 352
প্যারাহীন(পেপারব্যাক),অন্তিক মাহমুদ,কমিক্স বই,42 Ratings | 24 Reviews,TK. 216
"পদার্থ, রসায়ন এবং ম্যাথের জাদু!(পেপারব্যাক)",মোত্তাসিন পাহলভী,নবম ও দশম (বিজ্ঞান): পদার্থবিজ্ঞান পাঠ্য সহায়িকা,1 Ratings | 1 Review,TK. 1753
সৃজনশীল হিসাববিজ্ঞান ২য় পত্র গাইড - ১ম ও ২য় খন্ড (পেপারব্যাক),লেকচার,এইচএসসি ২য় বর্ষ: হিসাববিজ্ঞান পাঠ্য সহায়িকা,-,TK. 468
নিয়ান(হার্ডকভার),মুহম্মদ জাফর ইকবাল,সায়েন্স ফিকশন,142 Ratings | 71 Reviews,TK. 256
কষ্টিপাথর(হার্ডকভার),ডা. শামসুল আরেফীন,ইসলামি আদর্শ ও মতবাদ,9 Ratings | 2 Reviews,TK. 180
দখল - (হার্ডকভার)(হার্ডকভার),লতিফুল ইসলাম শিবলী,রহস্য ও গোয়েন্দা,1 Ratings | No Review,TK. 320
৩ ইন ১ ইডিয়ম ফ্রেইয্ প্রিপজিশন (বাংলা ব্যাখ্যাসহ)(পেপারব্যাক),সাইফুর রহমান খান,"ভর্তি, নিয়োগ ও প্রস্তুতি পরীক্ষা: বিবিধ",1 Ratings | 2 Reviews,TK. 174
পাঞ্জেরী অফিস ম্যানেজমেন্ট (বিএমটি)(পেপারব্যাক),পাঞ্জেরী সম্পাদনা পর্ষদ (সম্পাদক),"ডিপ্লোমা ইন কমার্স, এইচএসসি (বিএমটি)",-,TK. 180
প্যারাহীন ৪(পেপারব্যাক),অন্তিক মাহমুদ,কমিক্স বই,11 Ratings | 8 Reviews,TK. 289
Asman The Sky(Hardcover),"Latiful islam Shibli ,",ইসলামি উপন্যাস,1 Ratings | 1 Review,TK. 339
বেগ-বাস্টার্ড সিরিজ(হার্ডকভার),মোহাম্মদ নাজিম উদ্দিন,"রহস্য,গোয়েন্দা,ভৌতিক ও থ্রিলার কালেকশন",50 Ratings | 34 Reviews,TK. 3090
অশনি-সংকেত(হার্ডকভার),বিভূতিভূষণ বন্দ্যোপাধ্যায়,চিরায়ত উপন্যাস,1 Ratings | No Review,TK. 163
আল কুরআন ও আধুনিক বিজ্ঞান(হার্ডকভার),ডা. জাকির নায়েক,কুরআন বিষয়ক আলোচনা,9 Ratings | 9 Reviews,TK. 120
একজন আলি কেনানের উত্থান-পতন (হার্ডকভার),আহমদ ছফা,চিরায়ত উপন্যাস,-,TK. 172
HSC 2026 Parallel Text Physics 2nd Paper 2nd Part English Version - Chapter 06-11(Paperback),Udvash Academic And Admission Care (Editor),এইচএসসি ২য় বর্ষ: পদার্থবিজ্ঞান পাঠ্য সহায়িকা,No Ratings | 1 Review,TK. 975
ডাবল স্ট্যান্ডার্ড-৩ (পেপারব্যাক),ডা. শামসুল আরেফীন,ইসলামি আদর্শ ও মতবাদ,7 Ratings | 5 Reviews,TK. 218
