,restaurant_name,location_url
24,GOODLUCK IT [ গুডলাক আইটি ],https://www.google.com/maps/place/GOODLUCK+IT+%5B+%E0%A6%97%E0%A7%81%E0%A6%A1%E0%A6%B2%E0%A6%BE%E0%A6%95+%E0%A6%86%E0%A6%87%E0%A6%9F%E0%A6%BF+%5D/data=!4m7!3m6!1s0x3754a3e8362f893f:0xc73c137310cbecba!8m2!3d22.9458426!4d91.1230126!16s%2Fg%2F11h51c939j!19sChIJP4kvNuijVDcRuuzLEHMTPMc?authuser=0&hl=bn&rclk=1
25,ওয়ার্ল্ড কালেকশন,https://www.google.com/maps/place/%E0%A6%93%E0%A6%AF%E0%A6%BC%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B2%E0%A7%8D%E0%A6%A1+%E0%A6%95%E0%A6%BE%E0%A6%B2%E0%A7%87%E0%A6%95%E0%A6%B6%E0%A6%A8/data=!4m7!3m6!1s0x3754a45886ec7c4f:0xb7f743708f9bf54c!8m2!3d22.8696154!4d91.097335!16s%2Fg%2F11f359v_0g!19sChIJT3zshlikVDcRTPWbj3BD97c?authuser=0&hl=bn&rclk=1
26,"হোসেন ইলেকট্রনিকস ট্রান্সট্রেক,ওয়ার্লপুল,রোয়া এর এক্সক্লুসিভ শোরুম","https://www.google.com/maps/place/%E0%A6%B9%E0%A7%8B%E0%A6%B8%E0%A7%87%E0%A6%A8+%E0%A6%87%E0%A6%B2%E0%A7%87%E0%A6%95%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%A8%E0%A6%BF%E0%A6%95%E0%A6%B8+%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8%E0%A6%9F%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%95,%E0%A6%93%E0%A7%9F%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B2%E0%A6%AA%E0%A7%81%E0%A6%B2,%E0%A6%B0%E0%A7%8B%E0%A7%9F%E0%A6%BE+%E0%A6%8F%E0%A6%B0+%E0%A6%8F%E0%A6%95%E0%A7%8D%E0%A6%B8%E0%A6%95%E0%A7%8D%E0%A6%B2%E0%A7%81%E0%A6%B8%E0%A6%BF%E0%A6%AD+%E0%A6%B6%E0%A7%8B%E0%A6%B0%E0%A7%81%E0%A6%AE/data=!4m7!3m6!1s0x3754a51bf9224aab:0x8ae6326127cdbe05!8m2!3d22.8617095!4d91.0963076!16s%2Fg%2F11f6y2_qh7!19sChIJq0oi-RulVDcRBb7NJ2Ey5oo?authuser=0&hl=bn&rclk=1"
27,বাটুর দোকান,https://www.google.com/maps/place/%E0%A6%AC%E0%A6%BE%E0%A6%9F%E0%A7%81%E0%A6%B0+%E0%A6%A6%E0%A7%8B%E0%A6%95%E0%A6%BE%E0%A6%A8/data=!4m7!3m6!1s0x3754a501ca6b7cdd:0x2861738ca88df079!8m2!3d22.8690019!4d91.0694754!16s%2Fg%2F11nh5b03yg!19sChIJ3XxrygGlVDcRefCNqIxzYSg?authuser=0&hl=bn&rclk=1
28,সামিম ডেকরেটর & ইভেন্ট ম্যানেজমেন্ট,https://www.google.com/maps/place/%E0%A6%B8%E0%A6%BE%E0%A6%AE%E0%A6%BF%E0%A6%AE+%E0%A6%A1%E0%A7%87%E0%A6%95%E0%A6%B0%E0%A7%87%E0%A6%9F%E0%A6%B0+%26+%E0%A6%87%E0%A6%AD%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F+%E0%A6%AE%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%A8%E0%A7%87%E0%A6%9C%E0%A6%AE%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%9F/data=!4m7!3m6!1s0x3754a5914be398df:0xf969cd81d89214c6!8m2!3d22.8490007!4d91.1252824!16s%2Fg%2F11sz04ryhn!19sChIJ35jjS5GlVDcRxhSS2IHNafk?authuser=0&hl=bn&rclk=1
29,GOODLUCK IT [ গুডলাক আইটি ] || Branch -2,https://www.google.com/maps/place/GOODLUCK+IT+%5B+%E0%A6%97%E0%A7%81%E0%A6%A1%E0%A6%B2%E0%A6%BE%E0%A6%95+%E0%A6%86%E0%A6%87%E0%A6%9F%E0%A6%BF+%5D+%7C%7C+Branch+-2/data=!4m7!3m6!1s0x3754a3b6cb1b624d:0xa47d9ffff080b8c8!8m2!3d22.9455531!4d91.1200992!16s%2Fg%2F11vlg3fhpr!19sChIJTWIby7ajVDcRyLiA8P-ffaQ?authuser=0&hl=bn&rclk=1
30,হোক কম্পিউটার সিস্টেম,https://www.google.com/maps/place/%E0%A6%B9%E0%A7%8B%E0%A6%95+%E0%A6%95%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A6%BF%E0%A6%89%E0%A6%9F%E0%A6%BE%E0%A6%B0+%E0%A6%B8%E0%A6%BF%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%87%E0%A6%AE/data=!4m7!3m6!1s0x3754a3cbb0d41087:0xc8ddbe5f7d1134ee!8m2!3d22.9456468!4d91.1191165!16s%2Fg%2F11g9q7jrdf!19sChIJhxDUsMujVDcR7jQRfV--3cg?authuser=0&hl=bn&rclk=1
31,পাবলিকিয়ান্স লাইব্রেরি,https://www.google.com/maps/place/%E0%A6%AA%E0%A6%BE%E0%A6%AC%E0%A6%B2%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%A8%E0%A7%8D%E0%A6%B8+%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A7%87%E0%A6%B0%E0%A6%BF/data=!4m7!3m6!1s0x4c111725171bf129:0xd21da89e6e13911b!8m2!3d22.8426625!4d91.1005263!16s%2Fg%2F11l5xnzlyw!19sChIJKfEbFyUXEUwRG5ETbp6oHdI?authuser=0&hl=bn&rclk=1
32,মোবাইল চয়েস,https://www.google.com/maps/place/%E0%A6%AE%E0%A7%8B%E0%A6%AC%E0%A6%BE%E0%A6%87%E0%A6%B2+%E0%A6%9A%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B8/data=!4m7!3m6!1s0x3754a59ecbe78027:0x92ad5d3a34360f4c!8m2!3d22.8263491!4d91.1014694!16s%2Fg%2F11c5_mc7q6!19sChIJJ4Dny56lVDcRTA82NDpdrZI?authuser=0&hl=bn&rclk=1
33,লিমন কপি হাউজ,https://www.google.com/maps/place/%E0%A6%B2%E0%A6%BF%E0%A6%AE%E0%A6%A8+%E0%A6%95%E0%A6%AA%E0%A6%BF+%E0%A6%B9%E0%A6%BE%E0%A6%89%E0%A6%9C/data=!4m7!3m6!1s0x3754a3e754291aa3:0xe058be10bf374a6b!8m2!3d22.9088125!4d91.0768125!16s%2Fg%2F11jfp3rltp!19sChIJoxopVOejVDcRa0o3vxC-WOA?authuser=0&hl=bn&rclk=1
34,শখ,https://www.google.com/maps/place/%E0%A6%B6%E0%A6%96/data=!4m7!3m6!1s0x3754a5a82348b36d:0xe36e96f3b543492d!8m2!3d22.8566885!4d91.0967193!16s%2Fg%2F11g_ym4m38!19sChIJbbNII6ilVDcRLUlDtfOWbuM?authuser=0&hl=bn&rclk=1
